"","X","Date","Infl_d","BOT_d","Yield_d","FER_d","Int_d","PrimeRate_d","X1Y_Yield_d","GDPG_d","CA_d","FDI_d","Country.x","Infl_f","BOT_f","Yield_f","FER_f","Int_f","PrimeRate_f","GDPG_f","CA_f","FDI_f","Country.y","Exchange","Exchange_fut","Pct_Chg","X1Y_Yield_f"
"1358",1358,"1982-05-01",6.5,1322,13.84,31556,13,16.5,-3.41640058400787,1422.46554119537,1323.18426107144,26918.2116845527,"usa",38.88,-32.36,NA,107500,NA,NA,-3694.50525378108,516495.919714106,1641212.80386636,"mexico",NA,NA,NA,-24703.9616264074
"1361",1361,"1982-06-01",6.7,-1322,13.77,30914,13,16.5,0.0400339507703613,3274.79783036758,2026.0103338498,26074.6765423282,"usa",2.47,107.11,NA,26543,5.5,8.4,-449427.088252211,178975077.5505,7.468,"japan",236.9635,220.6285,-0.0689346671533802,1.04805924653518
"1364",1364,"1982-06-01",6.7,-1322,13.77,30914,13,16.5,0.0400339507703613,3274.79783036758,2026.0103338498,26074.6765423282,"usa",8.6,169.97,NA,6504.7,NA,NA,-464.650513691766,64493.8290141385,4928038.71500406,"korea",724.35,681.905,-0.0585973631531719,1.0002963366196
"1367",1367,"1982-06-01",6.7,-1322,13.77,30914,13,16.5,0.0400339507703613,3274.79783036758,2026.0103338498,26074.6765423282,"usa",11.9,1631,NA,2870.3,NA,17,236.88432650439,24.2401668063237,284531.858440885,"canada",1.2336,1.201,-0.0264267185473411,-1.05238939525447
"1368",1368,"1982-06-01",6.7,-1322,13.77,30914,13,16.5,0.0400339507703613,3274.79783036758,2026.0103338498,26074.6765423282,"usa",44.5,576.67,NA,183900,NA,NA,-3163.0731781401,545664.411684327,1621977.02146473,"mexico",NA,NA,NA,-24173.335290414
"1371",1371,"1982-07-01",7.1,-1333,14.4,30671,13,16.5,2.2,3789,2945,25248.9521005577,"usa",2.21,408.48,NA,25487,5.5,8.4,-415412.69457628,175862655.992652,7.859,"japan",251.1977,224.1805,-0.107553532536325,0.7
"1373",1373,"1982-07-01",7.1,-1333,14.4,30671,13,16.5,2.2,3789,2945,25248.9521005577,"usa",6.4,-269.2,NA,6349.5,NA,NA,-626.9,74838,4890467.86238669,"korea",738.3,684.3727,-0.0730425301368007,1.8
"1377",1377,"1982-07-01",7.1,-1333,14.4,30671,13,16.5,2.2,3789,2945,25248.9521005577,"usa",11.3,1722,NA,2926.3,NA,18.25,474,15,281342.967780879,"canada",1.2756,1.2041,-0.056052053935403,-0.98
"1379",1379,"1982-07-01",7.1,-1333,14.4,30671,13,16.5,2.2,3789,2945,25248.9521005577,"usa",49.37,529.41,NA,103200,NA,NA,-2523.63,620819,1602892.12998587,"mexico",NA,NA,NA,-23650.3603977873
"1381",1381,"1982-08-01",6.4,-720,13.66,31227,13,16.26,1.92722910041856,1981.59899307629,3096.92806432283,24440.8483592412,"usa",1.98,326.07,NA,25669,5.5,8.4,-383146.633382801,172786518.187978,7.848,"japan",255.031,232.3261,-0.0890280005175842,0.410767355021448
"1382",1382,"1982-08-01",6.4,-720,13.66,31227,13,16.26,1.92722910041856,1981.59899307629,3096.92806432283,24440.8483592412,"usa",5.6,-48.4,NA,6105.2,NA,NA,-649.938973240859,61329.1481989504,4853088.45358164,"korea",743.0643,686.4674,-0.0761668943051093,2.10640636118289
"1386",1386,"1982-08-01",6.4,-720,13.66,31227,13,16.26,1.92722910041856,1981.59899307629,3096.92806432283,24440.8483592412,"usa",11,1534,NA,3270,NA,17.25,937.682293503621,21.3553303653603,278177.991318101,"canada",1.27,1.2107,-0.0466929133858267,-0.886425912088961
"1388",1388,"1982-08-01",6.4,-720,13.66,31227,13,16.26,1.92722910041856,1981.59899307629,3096.92806432283,24440.8483592412,"usa",54.35,683.56,NA,112300,NA,NA,-1806.9717196239,690766.372309237,1583957.5352868,"mexico",NA,NA,NA,-23134.9813929719
"1391",1391,"1982-09-01",5.9,-4398,12.79,31232,11,14.39,0.217593353052385,-1132.78300541874,2835.58142416272,23650.1753183787,"usa",3.23,-4.73,NA,24416,5.5,8.4,-352582.997264365,169746451.469811,7.794,"japan",259.0455,233.3262,-0.0992848746648755,0.2785747249161
"1392",1392,"1982-09-01",5.9,-4398,12.79,31232,11,14.39,0.217593353052385,-1132.78300541874,2835.58142416272,23650.1753183787,"usa",4.8,-213.83,NA,6072.1,NA,NA,-591.358663039696,38039.6350369297,4815899.99958892,"korea",744.45,687.8071,-0.0760869097991807,2.14107701871011
"1396",1396,"1982-09-01",5.9,-4398,12.79,31232,11,14.39,0.217593353052385,-1132.78300541874,2835.58142416272,23650.1753183787,"usa",10.5,1505,NA,3863.2,NA,16,1438.06534938253,32.8896966183042,275036.839052551,"canada",1.2452,1.2232,-0.0176678445229682,-0.831477019253878
"1398",1398,"1982-09-01",5.9,-4398,12.79,31232,11,14.39,0.217593353052385,-1132.78300541874,2835.58142416272,23650.1753183787,"usa",68.21,804.26,NA,147500,NA,NA,-1069.73343063582,703757.870495243,1565172.64322449,"mexico",NA,NA,NA,-22627.1427204121
"1401",1401,"1982-10-01",5,-2192,11.99,30993,9.5,13.5,-1.4,-4040,2849,22876.7429779703,"usa",3.05,412.32,NA,24009,5.5,8.9,-323675.878813567,166742243.171486,7.755,"japan",263.2857,229.481,-0.1283955034398,0.4
"1402",1402,"1982-10-01",5,-2192,11.99,30993,9.5,13.5,-1.4,-4040,2849,22876.7429779703,"usa",3.9,-80.65,NA,6146.3,NA,NA,-554.6,25161,4778902.01140851,"korea",743.6119,686.7,-0.0765344126418632,2.3
"1406",1406,"1982-10-01",5,-2192,11.99,30993,9.5,13.5,-1.4,-4040,2849,22876.7429779703,"usa",10.3,2093,NA,3790,NA,15,1695,34,271919.42098423,"canada",1.2348,1.2008,-0.0275348234531906,-0.88
"1409",1409,"1982-10-01",5,-2192,11.99,30993,9.5,13.5,-1.4,-4040,2849,22876.7429779703,"usa",73.95,1100.42,NA,136900,NA,NA,-375.01,607906,1546536.85965597,"mexico",NA,NA,NA,-22126.7888245524
"1411",1411,"1982-11-01",5.1,-3419,11.12,31712,10,12.52,-1.73696026211083,-5545.15780979683,3575.84422237798,22120.3613380159,"usa",3.17,258.66,NA,22840,5.5,8.9,-296379.370622998,163773680.626334,7.846,"japan",271.615,231.519,-0.147620713141763,0.803037286902244
"1412",1412,"1982-11-01",5.1,-3419,11.12,31712,10,12.52,-1.73696026211083,-5545.15780979683,3575.84422237798,22120.3613380159,"usa",3.9,399.02,NA,6324.2,NA,NA,-609.749722136938,36149.1618890242,4742094.00004042,"korea",743.6475,683.8143,-0.0804590884794207,2.846490622818
"1415",1415,"1982-11-01",5.1,-3419,11.12,31712,10,12.52,-1.73696026211083,-5545.15780979683,3575.84422237798,22120.3613380159,"usa",10,1368,NA,3597.5,NA,13.75,1511.20293535202,16.4625659986799,268825.647113137,"canada",1.2301,1.2029,-0.0221120234127306,-1.04629090435932
"1418",1418,"1982-11-01",5.1,-3419,11.12,31712,10,12.52,-1.73696026211083,-5545.15780979683,3575.84422237798,22120.3613380159,"usa",79,1151.9,NA,131600,NA,NA,224.438428572969,386093.257715614,1528049.59043822,"mexico",NA,NA,NA,-21633.8641498372
"1421",1421,"1982-12-01",4.6,-2124,11.25,34006,9.5,11.85,-0.965962918535456,-5730.36951239632,4457.25656209191,21380.8403985156,"usa",2.19,-116.03,NA,22976,5.5,8.9,-270647.565285251,160840551.16769,7.514,"japan",264.0879,223.1267,-0.155104417885106,1.24134555750413
"1422",1422,"1982-12-01",4.6,-2124,11.25,34006,9.5,11.85,-0.965962918535456,-5730.36951239632,4457.25656209191,21380.8403985156,"usa",4.2,-744.69,NA,6452,NA,NA,-693.477797112411,57517.5567640686,4705475.47648466,"korea",745.6026,688.5639,-0.0765001355950208,3.51317336631775
"1425",1425,"1982-12-01",4.6,-2124,11.25,34006,9.5,11.85,-0.965962918535456,-5730.36951239632,4457.25656209191,21380.8403985156,"usa",9.7,1526,NA,3665.8,NA,13,1020.85427596549,1.57141709083,265755.427439273,"canada",1.2262,1.1872,-0.0318055782091012,-1.14244326847076
"1428",1428,"1982-12-01",4.6,-2124,11.25,34006,9.5,11.85,-0.965962918535456,-5730.36951239632,4457.25656209191,21380.8403985156,"usa",84.49,1527.04,NA,124000,NA,NA,717.190604387087,160282.106334699,1509710.24142825,"mexico",NA,NA,NA,-21148.3131407109
"1431",1431,"1983-01-01",3.8,-1891,10.31,33957,9,11.5,0.4,-4997,4685,20657.9901594692,"usa",2.07,386.09,NA,23262,5.5,8.6,-246434.555392918,157942642.128886,7.021,"japan",241.9413,218.9545,-0.0950098226305307,1.4
"1432",1432,"1983-01-01",3.8,-1891,10.31,33957,9,11.5,0.4,-4997,4685,20657.9901594692,"usa",4.8,-353.49,NA,6983.7,NA,NA,-709.1,69044,4669045.95174122,"korea",746.3587,694.6841,-0.0692356101697482,3.9
"1435",1435,"1983-01-01",3.8,-1891,10.31,33957,9,11.5,0.4,-4997,4685,20657.9901594692,"usa",9.3,1670,NA,3793.2,NA,12.5,441,18,262708.671962637,"canada",1.2385,1.1851,-0.0431166733952361,-0.93
"1439",1439,"1983-01-01",3.8,-1891,10.31,33957,9,11.5,0.4,-4997,4685,20657.9901594692,"usa",98.84,1325.22,NA,176400,NA,NA,1102.16,87205,1491518.21848306,"mexico",NA,NA,NA,-20670.0802416182
"1441",1441,"1983-02-01",3.7,-1798,10.77,33935,8.5,11.16,1.93542676283958,-3791.52330944453,3743.06541653562,19951.6206208769,"usa",2.19,-409.79,NA,23593,5.5,8.4,-223694.433538593,155079740.843257,7.081,"japan",232.731,224.805,-0.0340564858140943,1.07708349736958
"1443",1443,"1983-02-01",3.7,-1798,10.77,33935,8.5,11.16,1.93542676283958,-3791.52330944453,3743.06541653562,19951.6206208769,"usa",5.1,-420.58,NA,6432.6,NA,NA,-595.495471544722,57127.0931338415,4632804.93681009,"korea",749.8048,705.17,-0.0595285599665407,3.73355707347105
"1444",1444,"1983-02-01",3.7,-1798,10.77,33935,8.5,11.16,1.93542676283958,-3791.52330944453,3743.06541653562,19951.6206208769,"usa",8.2,1305,NA,4109.5,NA,12,-37.2718126894945,81.9795908251053,259685.29068323,"canada",1.2287,1.1926,-0.0293806462114428,-0.259521581584889
"1448",1448,"1983-02-01",3.7,-1798,10.77,33935,8.5,11.16,1.93542676283958,-3791.52330944453,3743.06541653562,19951.6206208769,"usa",110.04,1493.98,NA,230400,NA,NA,1379.6994868135,267023.041272754,1473472.92745965,"mexico",NA,NA,NA,-20199.1098970032
"1451",1451,"1983-03-01",3.5,-1395,10.21,34232,8.5,10.98,3.56477683960796,-2740.85005610709,2284.35529043262,19261.5417827386,"usa",1.83,333.69,NA,23754,5.5,8.4,-202381.292314868,152251634.644135,6.953,"japan",236.1211,235.3056,-0.00345373623958221,0.522709711734057
"1453",1453,"1983-03-01",3.5,-1395,10.21,34232,8.5,10.98,3.56477683960796,-2740.85005610709,2284.35529043262,19261.5417827386,"usa",5.3,-484.45,NA,6030.7,NA,NA,-433.796815177327,34648.5823512404,4596751.94269129,"korea",752.1921,710.0556,-0.0560182698010255,3.24697025675962
"1454",1454,"1983-03-01",3.5,-1395,10.21,34232,8.5,10.98,3.56477683960796,-2740.85005610709,2284.35529043262,19261.5417827386,"usa",7.6,1475,NA,4622.9,NA,11.5,-326.704675466704,159.972783166524,256685.193601052,"canada",1.2277,1.214,-0.0111590779506394,0.662361204248021
"1458",1458,"1983-03-01",3.5,-1395,10.21,34232,8.5,10.98,3.56477683960796,-2740.85005610709,2284.35529043262,19261.5417827386,"usa",112.95,997.75,NA,256700,NA,NA,1555.91953160599,573611.926388181,1455573.77421501,"mexico",NA,NA,NA,-19735.3465513106
"1461",1461,"1983-04-01",3.6,-1741,10.6,34261,8.5,10.5,5.3,-2517,1254,18587.5636450544,"usa",2.44,482.74,NA,24015,5.5,8.4,-182449.224314335,149458110.864853,6.989,"japan",238.2543,241.2283,0.0124824609671263,0.1
"1462",1462,"1983-04-01",3.6,-1741,10.6,34261,8.5,10.5,5.3,-2517,1254,18587.5636450544,"usa",4.7,-327.82,NA,6000.8,NA,NA,-340.7,21111,4560886.48038481,"korea",757.9413,714.6761,-0.0570825207704079,2.8
"1464",1464,"1983-04-01",3.6,-1741,10.6,34261,8.5,10.5,5.3,-2517,1254,18587.5636450544,"usa",7.3,1541,NA,4251.9,NA,11.5,-366,206,253708.290716101,"canada",1.2263,1.2205,-0.00472967463100385,1.54
"1469",1469,"1983-04-01",3.6,-1741,10.6,34261,8.5,10.5,5.3,-2517,1254,18587.5636450544,"usa",115.39,1074.28,NA,334100,NA,NA,1638.37,824276,1437820.16460615,"mexico",NA,NA,NA,-19278.7346489848
"1471",1471,"1983-05-01",3.9,-2975,10.24,34173,8.5,10.5,7.08414209964141,-3581.11932279544,1341.67188925733,17929.4962078242,"usa",1.93,484.07,NA,24272,5.5,8.4,-163852.322129587,146698956.838746,6.83,"japan",237.7467,244.1068,0.0267515805687313,0.0812213162120363
"1472",1472,"1983-05-01",3.9,-2975,10.24,34173,8.5,10.5,7.08414209964141,-3581.11932279544,1341.67188925733,17929.4962078242,"usa",4.3,111.59,NA,5920.9,NA,NA,-391.71283612862,29596.1322422762,4525208.06089065,"korea",765.2881,721.0318,-0.0578295938483821,2.67483663885335
"1474",1474,"1983-05-01",3.9,-2975,10.24,34173,8.5,10.5,7.08414209964141,-3581.11932279544,1341.67188925733,17929.4962078242,"usa",6.7,1718,NA,4477.2,NA,11,-146.967536445898,188.470922552751,250754.49202838,"canada",1.2325,1.2252,-0.00592292089249482,2.1277105640322
"1478",1478,"1983-05-01",3.9,-2975,10.24,34173,8.5,10.5,7.08414209964141,-3581.11932279544,1341.67188925733,17929.4962078242,"usa",117.25,1150.88,NA,367600,NA,NA,1634.98695750635,883312.873489669,1420211.50449006,"mexico",NA,NA,NA,-18829.2186344701
"1481",1481,"1983-06-01",3.5,-4947,10.85,33931,9.63,10.5,8.58463333788139,-5550.85989280496,2215.21116506651,17287.1494710479,"usa",2.65,422.62,NA,24484,5.5,8.4,-146544.678353216,143973959.899146,6.828,"japan",234.7557,236.9635,0.00940467047232515,0.375223002967053
"1483",1483,"1983-06-01",3.5,-4947,10.85,33931,9.63,10.5,8.58463333788139,-5550.85989280496,2215.21116506651,17287.1494710479,"usa",3.8,-131.57,NA,6297.8,NA,NA,-497.590497733839,47502.7804976363,4489716.19520881,"korea",767.9643,724.35,-0.0567920930699512,2.84339005108822
"1484",1484,"1983-06-01",3.5,-4947,10.85,33931,9.63,10.5,8.58463333788139,-5550.85989280496,2215.21116506651,17287.1494710479,"usa",5.5,1753,NA,4233.3,NA,11,126.149611086514,133.352265057889,247823.707537886,"canada",1.2292,1.2336,0.0035795639440286,2.37966511814534
"1488",1488,"1983-06-01",3.5,-4947,10.85,33931,9.63,10.5,8.58463333788139,-5550.85989280496,2215.21116506651,17287.1494710479,"usa",114.61,1133.44,NA,408000,NA,NA,1555.25126918895,802993.225149613,1402747.19972376,"mexico",NA,NA,NA,-18386.7429522111
"1491",1491,"1983-07-01",2.6,-3113,10.92,33877,9.63,10.5,9.4,-7833,3287,16660.3334347258,"usa",2.05,465.86,NA,24782,5.5,8.4,-130480.385577816,141282907.379387,6.692,"japan",240.0314,251.1977,0.0465201636119275,0.8
"1493",1493,"1983-07-01",2.6,-3113,10.92,33877,9.63,10.5,9.4,-7833,3287,16660.3334347258,"usa",3.1,105.65,NA,6017.3,NA,NA,-527.9,55809,4454410.39433929,"korea",775.8227,738.3,-0.0483650452609857,3.2
"1494",1494,"1983-07-01",2.6,-3113,10.92,33877,9.63,10.5,9.4,-7833,3287,16660.3334347258,"usa",5.4,1797,NA,4380.3,NA,11,196,81,244915.847244622,"canada",1.2323,1.2756,0.0351375476750792,2.3
"1499",1499,"1983-07-01",2.6,-3113,10.92,33877,9.63,10.5,9.4,-7833,3287,16660.3334347258,"usa",112.5,1032.16,NA,436000,NA,NA,1409.03,682581,1385426.65616423,"mexico",NA,NA,NA,-17951.2520466521
"1501",1501,"1983-08-01",2.5,-4621,11.73,33372,9.63,10.5,9.29096780155773,-9918.74014011447,4052.50628569431,16048.8580988576,"usa",2.18,684.33,NA,24939,5.5,8.4,-115613.536395978,138625586.612802,6.799,"japan",240.516,255.031,0.0603494154235062,1.19062383037487
"1503",1503,"1983-08-01",2.5,-4621,11.73,33372,9.63,10.5,9.29096780155773,-9918.74014011447,4052.50628569431,16048.8580988576,"usa",2.8,45.21,NA,6396.3,NA,NA,-399.171702459316,43010.933452609,4419290.16928209,"korea",779.88,743.0643,-0.0472068779812279,3.60783711185627
"1504",1504,"1983-08-01",2.5,-4621,11.73,33372,9.63,10.5,9.29096780155773,-9918.74014011447,4052.50628569431,16048.8580988576,"usa",5.4,1367,NA,4364.4,NA,11,-113.524708193582,62.3219041490767,242030.821148585,"canada",1.2323,1.27,0.0305931997078634,1.92793858471534
"1508",1508,"1983-08-01",2.5,-4621,11.73,33372,9.63,10.5,9.29096780155773,-9918.74014011447,4052.50628569431,16048.8580988576,"usa",112.08,989.26,NA,537900,NA,NA,1219.67860908703,598429.872175978,1368249.27966848,"mexico",NA,NA,NA,-17522.6903622378
"1511",1511,"1983-09-01",2.6,-5411,11.79,32624,9.63,10.89,8.66706017923683,-11636.9696319323,4339.54079004208,15452.5334634435,"usa",1.32,407.38,NA,24398,5.5,8.4,-101898.223400296,136001784.932724,6.737,"japan",244.4613,259.0455,0.0596585226373255,1.45047235047181
"1513",1513,"1983-09-01",2.6,-5411,11.79,32624,9.63,10.89,8.66706017923683,-11636.9696319323,4339.54079004208,15452.5334634435,"usa",2.6,128.95,NA,6226.6,NA,NA,-215.789342035468,27677.0734359922,4384355.03103721,"korea",787.1935,744.45,-0.0542985936748715,3.80539546481341
"1514",1514,"1983-09-01",2.6,-5411,11.79,32624,9.63,10.89,8.66706017923683,-11636.9696319323,4339.54079004208,15452.5334634435,"usa",5.6,1432,NA,4515.4,NA,11,-653.560435546017,70.4329714167357,239168.539249778,"canada",1.2338,1.2452,0.00923974712271039,1.4430523972447
"1518",1518,"1983-09-01",2.6,-5411,11.79,32624,9.63,10.89,8.66706017923683,-11636.9696319323,4339.54079004208,15452.5334634435,"usa",98.08,1094.68,NA,454800,NA,NA,1064.50613237894,535252.432272625,1351214.4760935,"mexico",NA,NA,NA,-17101.0023434123
"1521",1521,"1983-10-01",2.9,-4473,11.39,33066,9.5,11,8.1,-12901,4059,14871.1695284834,"usa",0.95,584.76,NA,24641,5.5,8.4,-89288.5391833619,133411289.672488,6.635,"japan",242.3462,263.2857,0.0864032528671793,1.5
"1523",1523,"1983-10-01",2.9,-4473,11.39,33066,9.5,11,8.1,-12901,4059,14871.1695284834,"usa",2.3,-22.37,NA,6312.9,NA,NA,-129.1,35894,4349604.49060465,"korea",790.8262,743.6119,-0.0597024984756448,3.5
"1524",1524,"1983-10-01",2.9,-4473,11.39,33066,9.5,11,8.1,-12901,4059,14871.1695284834,"usa",5,1154,NA,4586.3,NA,11,-1194,89,236328.911548198,"canada",1.2326,1.2348,0.00178484504299852,1.06
"1529",1529,"1983-10-01",2.9,-4473,11.39,33066,9.5,11,8.1,-12901,4059,14871.1695284834,"usa",93.83,1187.33,NA,550800,NA,NA,1034.31,454851,1334321.65129631,"mexico",NA,NA,NA,-16686.1324346203
"1531",1531,"1983-11-01",2.9,-6858,11.7,33273,9.5,11,8.01494965709063,-13710.9201167467,3227.34000500248,14304.5762939774,"usa",1.42,480.4,NA,24665,5.5,8.2,-77738.5763377682,130853888.165425,6.582,"japan",232.8855,271.615,0.166302753928433,1.30443151043663
"1533",1533,"1983-11-01",2.9,-6858,11.7,33273,9.5,11,8.01494965709063,-13710.9201167467,3227.34000500248,14304.5762939774,"usa",2.4,109.22,NA,6131.2,NA,NA,-237.152205885966,82411.0598732135,4315038.05898441,"korea",791.37,743.6475,-0.0603036506311839,2.56788898779564
"1534",1534,"1983-11-01",2.9,-6858,11.7,33273,9.5,11,8.01494965709063,-13710.9201167467,3227.34000500248,14304.5762939774,"usa",5,961,NA,4748.5,NA,11,-1550.155853002,103.722942332424,233511.848043848,"canada",1.232,1.2301,-0.0015422077922078,0.939423985995344
"1538",1538,"1983-11-01",2.9,-6858,11.7,33273,9.5,11,8.01494965709063,-13710.9201167467,3227.34000500248,14304.5762939774,"usa",90.39,1256.79,NA,538200,NA,NA,1189.38230984924,337604.378547158,1317570.21113389,"mexico",NA,NA,NA,-16278.0250803062
"1542",1542,"1983-12-01",3.3,-5610,11.61,33655,9.5,11,8.25082964887497,-14413.9282461324,2283.25530439481,13752.5637599253,"usa",1.91,279.77,NA,24697,5,8.2,-67202.4274561076,128329367.744869,6.532,"japan",235.03,264.0879,0.123634855124878,1.0080727803309
"1543",1543,"1983-12-01",3.3,-5610,11.61,33655,9.5,11,8.25082964887497,-14413.9282461324,2283.25530439481,13752.5637599253,"usa",2.8,-424.56,NA,6496.8,NA,NA,-424.80028227244,136628.666499136,4280655.2471765,"korea",796.3184,745.6026,-0.063687841446336,1.56095401558405
"1544",1544,"1983-12-01",3.3,-5610,11.61,33655,9.5,11,8.25082964887497,-14413.9282461324,2283.25530439481,13752.5637599253,"usa",4.4,1466,NA,4528.2,NA,11,-1719.01898001356,108.434367793687,230717.258736725,"canada",1.2367,1.2262,-0.00849033718767685,1.02590307065364
"1548",1548,"1983-12-01",3.3,-5610,11.61,33655,9.5,11,8.25082964887497,-14413.9282461324,2283.25530439481,13752.5637599253,"usa",91.87,1458.43,NA,717700,NA,NA,1467.9938309249,238197.305019144,1300959.56146324,"mexico",NA,NA,NA,-15876.6247249144
"1551",1551,"1984-01-01",3.8,-5236,11.78,33748,9.5,11,8.5,-15444,1771,13214.9419263273,"usa",1.67,678.61,NA,24496,5,8.2,-57634.1851309728,125837515.744155,6.259,"japan",234.4624,241.9413,0.0318980783272713,0.8
"1552",1552,"1984-01-01",3.8,-5236,11.78,33748,9.5,11,8.5,-15444,1771,13214.9419263273,"usa",2,-436.44,NA,6909.7,NA,NA,-523.6,156610,4246455.5661809,"korea",799.2357,746.3587,-0.0661594570913186,1.2
"1555",1555,"1984-01-01",3.8,-5236,11.78,33748,9.5,11,8.5,-15444,1771,13214.9419263273,"usa",4.6,1489,NA,4205.4,NA,11,-1743,99,227945.053626832,"canada",1.2469,1.2385,-0.00673670703344291,1.21
"1559",1559,"1984-01-01",3.8,-5236,11.78,33748,9.5,11,8.5,-15444,1771,13214.9419263273,"usa",80.78,1235.83,NA,708500,NA,NA,1777.91,229891,1284489.10814138,"mexico",NA,NA,NA,-15481.8758128893
"1561",1561,"1984-02-01",4.2,-7917,11.63,33888,9.5,11,8.52701134785755,-17090.4312447507,2108.54110170317,12691.5207931833,"usa",1.8,-414.65,NA,6303.8,NA,NA,-419.949103626449,117399.086313796,4212438.52699762,"korea",800.331,749.8048,-0.063131629288382,1.935421751776
"1562",1562,"1984-02-01",4.2,-7917,11.63,33888,9.5,11,8.52701134785755,-17090.4312447507,2108.54110170317,12691.5207931833,"usa",1.91,-196.59,7.48,24669,5,8.2,-48987.9419549563,123378119.496614,6.191,"japan",233.8,232.731,-0.0045722840034218,0.817576053804519
"1564",1564,"1984-02-01",4.2,-7917,11.63,33888,9.5,11,8.52701134785755,-17090.4312447507,2108.54110170317,12691.5207931833,"usa",5.5,1585,NA,4276.5,NA,11,-1661.85187979843,75.5270672619686,225195.142714166,"canada",1.2484,1.2287,-0.0157801986542775,1.40103213796995
"1568",1568,"1984-02-01",4.2,-7917,11.63,33888,9.5,11,8.52701134785755,-17090.4312447507,2108.54110170317,12691.5207931833,"usa",73.4,1576.8,NA,777200,NA,NA,2034.32733670118,355620.391413166,1268158.25702529,"mexico",NA,NA,NA,-15093.7227886755
"1571",1571,"1984-03-01",4.6,-8814,12,34818,9.5,11,8.38517678081885,-19063.7988650195,3208.69725163794,12182.1103604934,"usa",2,-212.67,NA,6388.1,NA,NA,-219.613232578478,61963.3346415391,4178603.64062667,"korea",799.1158,752.1921,-0.0587195247547352,3.13597365803557
"1572",1572,"1984-03-01",4.6,-8814,12,34818,9.5,11,8.38517678081885,-19063.7988650195,3208.69725163794,12182.1103604934,"usa",2.87,509.74,7.46,24984,5,8.2,-41217.7905206506,120950966.335581,6.17,"japan",233.5963,236.1211,0.0108083903726215,0.991310602278654
"1574",1574,"1984-03-01",4.6,-8814,12,34818,9.5,11,8.38517678081885,-19063.7988650195,3208.69725163794,12182.1103604934,"usa",5.5,1165,NA,4164.5,NA,11,-1504.69697773309,55.088816667776,222467.435998729,"canada",1.248,1.2277,-0.0162660256410256,1.58333532014074
